,utcTime,frame,isInsolating,q0,q1,q2,q3,mass,X,Y,Z,Vx,Vy,Vz
0,2026-01-01T00:00:00Z,EME2000,True,-0.6087163901504599,0.005309436891991449,0.7933399541022886,-0.006919788079240556,510.0,7180299.942275547,33567.677120368906,1924087.3479959974,-1897.304155363983,123.3862519009638,7072.45620088598
1,2026-01-01T00:07:49.481Z,EME2000,True,0.4106864803067709,-0.0035863017412679165,-0.9117348642523265,0.007955541455397763,510.0,5566502.305328829,85928.18817864047,4924439.427787671,-4853.665681163176,95.68603338862825,5480.454049559948
2,2026-01-01T00:08:20Z,EME2000,True,0.39693604316089587,-0.003466693214835134,-0.9178047832442344,0.008008715997557413,510.0,5415880.80375291,88809.24190753709,5089446.3462070795,-5016.119816627799,93.10109440951749,5331.971509113336
3,2026-01-01T00:16:40Z,EME2000,True,0.1612455433820802,-0.001417587164515694,-0.9868756971935136,0.00861530468788421,510.0,2365238.0558519554,122967.05496252995,7043711.6538971355,-6938.665867428364,40.783054637232226,2327.434612035115
4,2026-01-01T00:18:04.694Z,EME2000,True,0.11995921109519507,-0.0010589154007994792,-0.9927404222367519,0.008667204208280722,510.0,1770054.3696353897,125990.90529721559,7216125.457537463,-7108.135773000469,30.58273899486224,1741.6826706249765
5,2026-01-01T00:18:33.447Z,EME2000,True,0.10589183569908496,-0.000936723604275816,-0.9943393157858403,0.008681403326311838,510.0,1564992.9451364805,126819.78876372609,7263306.313130985,-7154.506705087113,27.068668495224347,1539.890088016755
6,2026-01-01T00:25:00Z,EME2000,True,-0.0841458310241962,0.0007136113631728422,-0.9964151903599446,0.008702775420808113,510.0,-1246191.7968554029,127985.3046368809,7324686.181846333,-7214.835362772741,-21.108710235137504,-1226.1238997033784
7,2026-01-01T00:33:20Z,EME2000,True,-0.3244751224783957,0.002802063567082969,-0.9458539660050469,0.008265489998767703,510.0,-4562251.426510772,102692.85107088598,5866112.521737561,-5780.524389467488,-78.02853936743122,-4490.7013093329415
8,2026-01-01T00:41:40Z,EME2000,True,-0.5452670971636893,0.004724311034746216,-0.8382169998825115,0.007330398617568765,510.0,-6795475.404168096,53051.93261933219,3012486.0996985766,-2970.1575867778447,-116.52210512527903,-6692.543733142735
9,2026-01-01T00:50:00Z,EME2000,True,-0.7331789797253754,0.006365904370024857,-0.6799798449923988,0.005955615377320228,510.0,-7412907.997116141,-9183.139387101517,-558837.938787736,551.028625939379,-127.36411256996767,-7301.9605205048365
10,2026-01-01T00:51:22.058Z,EME2000,True,-0.7600581400772133,0.006601296429840515,-0.6497966077994011,0.005693424295089084,510.0,-7343512.5891266,-19592.798431020336,-1155536.7319988736,1139.416307471457,-126.21232831463622,-7233.442873105446
11,2026-01-01T00:58:20Z,EME2000,True,-0.8768365145749892,0.0076264020363550076,-0.4807095963901612,0.004224764889661282,510.0,-6266661.045183185,-69220.59668163184,-3996943.2395654214,3940.092654696679,-107.91216662397136,-6170.778663419078
12,2026-01-01T01:00:20.782Z,EME2000,True,-0.9038651369334242,0.00786454184426255,-0.42772864077667905,0.0037647147616969292,510.0,-5747611.394908387,-81734.12264158946,-4712189.473798877,4644.560008360873,-99.05369177199204,-5658.902405113654
13,2026-01-01T01:06:40Z,EME2000,True,-0.9675662353226165,0.008428787390786938,-0.25246683539351833,0.0022433976736713343,510.0,-3631100.488345081,-112799.11282365382,-6483279.877946063,6387.542368828704,-62.88881228706626,-3573.4868827983205
14,2026-01-01T01:08:02.910Z,EME2000,True,-0.9770648211244871,0.008513666366934515,-0.21276336023903275,0.0018987748055331246,510.0,-3090024.858772388,-117632.34651427226,-6757624.185409397,6657.318945552078,-53.63682532179475,-3040.741309725114
15,2026-01-01T01:09:24.276Z,EME2000,True,-0.9848031523164184,0.00858317652275085,-0.17345504994021574,0.00155753608683682,510.0,-2539033.087296975,-121615.26337545933,-6983090.682292976,6878.983150299548,-44.212558762843564,-2498.351107364878
