,@type,argumentOfInterestId,contactType,durationInMillis,startUtcTime,startAzimuth,startElevation,startDistance,maxElevationUtcTime,maxElevationAzimuth,maxElevationElevation,maxElevationDistance,endUtcTime,endAzimuth,endElevation,endDistance
0,ContactPointTriple,gs-1,POI,451654,2026-01-01T04:00:01.830Z,64.33181796398512,-2.5625198868713714e-13,3852363.3847137326,2026-01-01T04:03:48.309Z,39.09023435289962,2.379260963884657,3591430.9549324005,2026-01-01T04:07:33.484Z,13.91327259762667,3.762419849118104e-11,3840467.7126966515
1,ContactPointTriple,gs-1,POI,1020174,2026-01-01T05:44:10.305Z,83.56064997813007,-1.7999241384477644e-13,3854001.8035296295,2026-01-01T05:52:43.668Z,14.604592842777972,27.126369963414152,1908792.5783845133,2026-01-01T06:01:10.479Z,306.02723015467143,5.513738332672189e-12,3820311.267547029
2,ContactPointTriple,gs-1,POI,1087678,2026-01-01T07:30:19.191Z,92.88042769181527,-3.461302527113706e-14,3854102.0665434953,2026-01-01T07:39:25.645Z,173.8513354733989,62.51608288328495,1179135.7992888086,2026-01-01T07:48:26.869Z,255.4313345745139,3.154564984640531e-11,3816968.904878682
3,ContactPointTriple,gs-1,POI,815975,2026-01-01T09:17:27.544Z,103.97702801102871,-4.5329329447670484e-11,3853503.9910404827,2026-01-01T09:24:15.837Z,152.9265432975145,12.258791348501095,2720226.463570118,2026-01-01T09:31:03.519Z,202.2568308521097,2.928124725283925e-10,3828427.9967830135
4,ContactPointTriple,gs-1,POI,359360,2026-01-01T16:07:05.123Z,20.847120621559572,-2.1522983168827373e-11,3842837.274547267,2026-01-01T16:10:04.846Z,40.74572893274018,1.6929240339039027,3663998.8014414725,2026-01-01T16:13:04.483Z,60.57937561674705,8.242466002380904e-12,3851967.0521916654
5,ContactPointTriple,gs-1,POI,975843,2026-01-01T17:45:40.771Z,314.4571717999646,-8.033319127300287e-12,3822725.1217059833,2026-01-01T17:53:47.616Z,18.182904558703978,24.637637157452964,2012503.5504320168,2026-01-01T18:01:56.614Z,81.36460378217483,1.0668444147060036e-11,3853845.6578631895
6,ContactPointTriple,gs-1,POI,1099854,2026-01-01T19:30:16.850Z,264.137698859797,-3.669314239168734e-12,3817395.55971867,2026-01-01T19:39:23.525Z,177.73808741996922,69.4867215664914,1127152.470725517,2026-01-01T19:48:36.704Z,90.80010053543357,3.2325780964774037e-10,3854103.9260591515
7,ContactPointTriple,gs-1,POI,880181,2026-01-01T21:19:38.351Z,210.19109092341995,-1.620108840020496e-09,3827239.4378373856,2026-01-01T21:26:55.949Z,156.00791365763166,13.618543084231426,2624178.227301965,2026-01-01T21:34:18.532Z,101.56107759742065,1.2686107068171085e-10,3853970.425946829
8,ContactPointTriple,gs-1,POI,836340,2026-01-02T04:46:47.248Z,77.03182834609231,-2.1353031475941062e-11,3853431.080744059,2026-01-02T04:53:47.729Z,26.178615714368338,11.433795865236297,2780748.1140780356,2026-01-02T05:00:43.588Z,335.5566315047531,1.160943235151736e-10,3827311.6071551787
9,ContactPointTriple,gs-1,POI,1094876,2026-01-02T06:32:21.063Z,88.38168722139909,-2.166867595248177e-12,3853938.0512734726,2026-01-02T06:41:31.950Z,4.127404153992851,60.0242983298209,1202194.8090725671,2026-01-02T06:50:35.939Z,280.38701207933946,2.503098537877504e-12,3815907.573314694
10,ContactPointTriple,gs-1,POI,1000670,2026-01-02T08:18:56.141Z,97.65760137532423,-7.061758811730611e-13,3853719.122927711,2026-01-02T08:27:17.865Z,163.7027056767833,28.369348496114554,1860774.7919093664,2026-01-02T08:35:36.811Z,230.32189779104718,5.695780784752001e-12,3820000.9074155944
11,ContactPointTriple,gs-1,POI,467474,2026-01-02T10:07:17.683Z,115.36993111451163,-1.1016353669188937e-10,3852020.3268376836,2026-01-02T10:11:11.380Z,141.46139043117444,2.9944970584429176,3527416.3227916644,2026-01-02T10:15:05.157Z,167.66769192573562,2.6061417088331553e-13,3839069.7954373537
12,ContactPointTriple,gs-1,POI,769424,2026-01-02T16:50:30.301Z,343.2801656892011,-7.659582186766057e-13,3831601.8255676855,2026-01-02T16:56:54.870Z,29.085165928091854,10.24616639543549,2873781.016967978,2026-01-02T17:03:19.725Z,74.55989064390985,4.167900766150161e-12,3853646.6248317254
13,ContactPointTriple,gs-1,POI,1078195,2026-01-02T18:32:38.104Z,289.0680009548428,-3.311420551717752e-12,3819062.525459512,2026-01-02T18:41:34.923Z,7.986271308231502,53.969318045618536,1272235.085532701,2026-01-02T18:50:36.299Z,86.29448169779373,1.3194512579009157e-11,3854094.078909836
14,ContactPointTriple,gs-1,POI,1041039,2026-01-02T20:19:29.146Z,238.84255177388548,-1.0718033697783142e-10,3821079.103539482,2026-01-02T20:28:06.399Z,167.36788292520308,31.30466726051453,1758817.7588299098,2026-01-02T20:36:50.185Z,95.48412071335525,1.1020385019311845e-11,3854242.73531136
15,ContactPointTriple,gs-1,POI,552595,2026-01-02T22:12:12.438Z,174.64403401102155,-9.579673229110331e-11,3839062.7679441255,2026-01-02T22:16:47.770Z,143.42996165774295,3.7619211502361245,3451445.668975164,2026-01-02T22:21:25.033Z,112.11583230783121,3.6905153999296316e-12,3853301.166457464
16,ContactPointTriple,gs-1,POI,440253,2026-01-03T03:50:31.218Z,63.91775518352095,-9.40338011901125e-11,3851665.9372680606,2026-01-03T03:54:11.976Z,39.3393396936148,2.2499524407800022,3603955.913859717,2026-01-03T03:57:51.471Z,14.820938414122946,4.9745918722973793e-11,3839480.860316886
17,ContactPointTriple,gs-1,POI,1017662,2026-01-03T05:34:36.535Z,83.46702000017761,-3.3925448593386736e-12,3853569.9600965604,2026-01-03T05:43:08.709Z,14.795871919709707,26.753896147217258,1922601.6509734585,2026-01-03T05:51:34.197Z,306.49639170363054,5.472913374776177e-08,3818741.935659665
18,ContactPointTriple,gs-1,POI,1088034,2026-01-03T07:20:44.944Z,92.8049194287301,-9.138823913901263e-13,3853686.5618241234,2026-01-03T07:29:51.692Z,174.02081304001024,63.36136728137886,1171098.9641461233,2026-01-03T07:38:52.978Z,255.84724890503006,6.482626551629706e-12,3815236.789883131
19,ContactPointTriple,gs-1,POI,819641,2026-01-03T09:07:52.604Z,103.85331888937402,-4.7225563933265015e-12,3853008.692802515,2026-01-03T09:14:42.789Z,153.10487691037162,12.446292920847782,2705546.361102615,2026-01-03T09:21:32.245Z,202.74571133414375,4.475634618657513e-08,3826710.534534385
20,ContactPointTriple,gs-1,POI,348012,2026-01-03T15:57:38.342Z,21.698250743266634,-1.2763533203906065e-06,3844094.099290539,2026-01-03T16:00:32.398Z,40.94297035873762,1.5811536798395038,3676659.0365542113,2026-01-03T16:03:26.354Z,60.128013304740996,3.56259472659376e-11,3852363.913595199
21,ContactPointTriple,gs-1,POI,973692,2026-01-03T17:36:08.342Z,314.89700241323783,-1.4014251482764718e-10,3824366.9816656145,2026-01-03T17:44:14.211Z,18.352784517450164,24.325482216240214,2027039.615339811,2026-01-03T17:52:22.034Z,81.27264574911548,2.5184888861314584e-11,3854032.9458162864
22,ContactPointTriple,gs-1,POI,1100503,2026-01-03T19:20:42.090Z,264.55959178573386,-3.5745006252554434e-06,3818992.5129723144,2026-01-03T19:29:49.212Z,177.91304169733715,70.42781904755842,1122031.1126984279,2026-01-03T19:39:02.593Z,90.72494083517545,2.872771541490434e-12,3854249.0465778066
23,ContactPointTriple,gs-1,POI,884312,2026-01-03T21:10:00.801Z,210.72916690355478,-4.334601755646511e-12,3828546.7003738973,2026-01-03T21:17:20.503Z,156.21832278108198,13.839861419189102,2609819.523133724,2026-01-03T21:24:45.113Z,101.4362031890044,9.137655619489173e-13,3854179.2746887403
24,ContactPointTriple,gs-1,POI,831509,2026-01-04T04:37:14.043Z,76.88570384748033,-1.1790381838500904e-08,3852856.9283897798,2026-01-04T04:44:12.128Z,26.393078910337465,11.230958995206358,2794958.910332156,2026-01-04T04:51:05.552Z,336.1248816237223,2.3410561633547474e-11,3825888.2029012227
25,ContactPointTriple,gs-1,POI,1093861,2026-01-04T06:22:47.027Z,88.3032708220387,-3.277999380536392e-06,3853443.748017809,2026-01-04T06:31:57.504Z,4.304076177359334,59.18892864715115,1209921.6930399209,2026-01-04T06:41:00.888Z,280.8145743592722,1.602716870676211e-08,3814218.7185405702
26,ContactPointTriple,gs-1,POI,1002416,2026-01-04T08:09:21.649Z,97.57075452122169,-3.0950205639351423e-06,3853198.214125747,2026-01-04T08:17:44.341Z,163.87259946057884,28.73037766363459,1846410.2321172624,2026-01-04T08:26:04.065Z,230.75499746370693,1.6027915680159948e-08,3818218.3284416664
27,ContactPointTriple,gs-1,POI,475631,2026-01-04T09:57:41.021Z,115.07394667306485,-5.2677325261269727e-11,3851333.7889556466,2026-01-04T10:01:38.811Z,141.65599157480875,3.1139039566334867,3514167.8058208562,2026-01-04T10:05:36.652Z,168.35898643205755,3.466640593940776e-08,3837473.9879077044
28,ContactPointTriple,gs-1,POI,765136,2026-01-04T16:40:59.450Z,343.79016797541885,-7.618334085558089e-12,3833085.608546118,2026-01-04T16:47:21.929Z,29.265170127554505,10.074559846052404,2888134.179826377,2026-01-04T16:53:44.586Z,74.418792794505,2.94550991498783e-10,3853816.3384490805
29,ContactPointTriple,gs-1,POI,1077479,2026-01-04T18:23:04.489Z,289.484653873095,-3.723430578048774e-11,3820671.040447377,2026-01-04T18:32:01.081Z,8.154797056628453,53.24805360392563,1282305.2729180728,2026-01-04T18:41:01.968Z,86.21830506715504,1.0300672622743105e-11,3854163.315805562
30,ContactPointTriple,gs-1,POI,1043105,2026-01-04T20:09:53.192Z,239.2986606443374,-7.747552647318641e-13,3822532.701936755,2026-01-04T20:18:31.568Z,167.55673922747926,31.73352249079369,1745474.303932151,2026-01-04T20:27:16.297Z,95.39854451939877,8.41228801552441e-08,3854315.2142948583
31,ContactPointTriple,gs-1,POI,561214,2026-01-04T22:02:31.963Z,175.40763189724245,-9.560635246511382e-12,3839940.1129976823,2026-01-04T22:07:11.596Z,143.67291281722208,3.8999079882203778,3438434.970345311,2026-01-04T22:11:53.177Z,111.83258012238747,9.970035532411098e-09,3853571.1174996737
32,ContactPointTriple,gs-1,POI,428348,2026-01-05T03:41:00.829Z,63.477678586648715,-1.3510667037905163e-12,3850796.6647754237,2026-01-05T03:44:35.610Z,39.58829223860754,2.1198896672582745,3616484.169422832,2026-01-05T03:48:09.177Z,15.754484039869961,5.8531226919784834e-08,3838408.057945497
33,ContactPointTriple,gs-1,POI,1015064,2026-01-05T05:25:02.783Z,83.37022604500072,-5.048058001679874e-12,3852972.9397318,2026-01-05T05:33:33.716Z,14.986799468159743,26.382954037348654,1936479.1786604542,2026-01-05T05:41:57.847Z,306.96832407050516,3.307503649999265e-11,3817131.9308894034
34,ContactPointTriple,gs-1,POI,1088330,2026-01-05T07:11:10.703Z,92.72833217758316,-1.5487110802717066e-06,3853107.282408623,2026-01-05T07:20:17.706Z,174.19052661314967,64.22046224304255,1163185.2193567504,2026-01-05T07:29:19.033Z,256.2642601862226,2.031138120614476e-08,3813471.818697588
35,ContactPointTriple,gs-1,POI,823240,2026-01-05T08:58:17.673Z,103.73066294622382,-3.390152541601792e-11,3852354.306993568,2026-01-05T09:05:09.712Z,153.28371507718757,12.635340303880719,2690739.573756379,2026-01-05T09:12:00.913Z,203.2341634588756,2.9185325006695343e-10,3824921.299743892
36,ContactPointTriple,gs-1,POI,336161,2026-01-05T15:48:11.826Z,22.574875574442466,-2.1322503828775492e-11,3845183.9955095327,2026-01-05T15:50:59.961Z,41.14063042563678,1.4693366100442302,3689197.2886835383,2026-01-05T15:53:47.987Z,59.651918915211176,5.706451413893045e-12,3852599.417118354
37,ContactPointTriple,gs-1,POI,971463,2026-01-05T17:26:35.962Z,315.33806472974067,-1.753863886915908e-11,3825911.0647452143,2026-01-05T17:34:40.820Z,18.52280644313223,24.015904314437915,2041519.8808211142,2026-01-05T17:42:47.425Z,81.18016910596036,1.522994635098668e-13,3854047.599845573
38,ContactPointTriple,gs-1,POI,1101076,2026-01-05T19:11:07.376Z,264.9810948557382,-6.5714479564390125e-12,3820509.7950270805,2026-01-05T19:20:14.914Z,178.088351633394,71.37443126648733,1117100.3682848548,2026-01-05T19:29:28.452Z,90.65106245623222,5.849423028850525e-12,3854219.5076565472
39,ContactPointTriple,gs-1,POI,888327,2026-01-05T21:00:23.317Z,211.26384852339916,-7.65561330979638e-11,3829754.6433400577,2026-01-05T21:07:45.070Z,156.42929854678147,14.06143254841065,2595433.5523311477,2026-01-05T21:15:11.644Z,101.31561768400137,1.5058318794178175e-10,3854210.5821956145
40,ContactPointTriple,gs-1,POI,826552,2026-01-06T04:27:40.880Z,76.73421607663428,-2.119408855268854e-12,3852116.8164342726,2026-01-06T04:34:36.500Z,26.607387918455206,11.027918555297985,2809190.7366489754,2026-01-06T04:41:27.432Z,336.6985603614677,4.108232110978307e-10,3824411.352795623
41,ContactPointTriple,gs-1,POI,1092780,2026-01-06T06:13:13.006Z,88.22328223407871,-1.0387463026643365e-11,3852782.8754135957,2026-01-06T06:22:23.029Z,4.480877453436171,58.35899463313063,1217841.7748514686,2026-01-06T06:31:25.786Z,281.2439598171872,1.2750593727245833e-11,3812507.7171563515
42,ContactPointTriple,gs-1,POI,1004103,2026-01-06T07:59:47.170Z,97.48408656494992,-8.94838711471118e-11,3852513.147690896,2026-01-06T08:08:10.793Z,164.0432469067762,29.09651104576426,1831981.2913034419,2026-01-06T08:16:31.273Z,231.18880073284896,2.7894068766073587e-12,3816399.1925936705
43,ContactPointTriple,gs-1,POI,483592,2026-01-06T09:48:04.441Z,114.78718896598943,-7.790370877158496e-11,3850497.4827927644,2026-01-06T09:52:06.225Z,141.85139222241668,3.233771216652784,3500785.1285810005,2026-01-06T09:56:08.033Z,169.04260888795062,3.989959104948357e-12,3835768.542274081
44,ContactPointTriple,gs-1,POI,760730,2026-01-06T16:31:28.676Z,344.30411980618095,-2.0352998548685489e-10,3834434.9211241174,2026-01-06T16:37:49.006Z,29.445389128678645,9.90288310462004,2902421.486499744,2026-01-06T16:44:09.406Z,74.27435323616675,7.975445354619187e-12,3853810.025449661
45,ContactPointTriple,gs-1,POI,1076684,2026-01-06T18:13:30.929Z,289.9020721428975,-3.687927494189263e-06,3822186.6372291096,2026-01-06T18:22:27.260Z,8.323398159482258,52.53503773443871,1292465.6719289308,2026-01-06T18:31:27.613Z,86.14195267376907,7.203310057578822e-09,3854053.7599852867
46,ContactPointTriple,gs-1,POI,1045087,2026-01-06T20:00:17.293Z,239.75375495523687,-7.223594454438872e-11,3823892.0627541365,2026-01-06T20:08:56.758Z,167.74599159417448,32.16646466764753,1732123.4560498907,2026-01-06T20:17:42.380Z,95.3146612373041,7.420830636780187e-12,3854206.9681081157
47,ContactPointTriple,gs-1,POI,569581,2026-01-06T21:52:51.628Z,176.15984962534395,-1.1742836442983659e-10,3840689.8607693748,2026-01-06T21:57:35.439Z,143.91613946174422,4.037736294951422,3425338.852350752,2026-01-06T22:02:21.209Z,111.56108651701129,1.8762450823533394e-12,3853651.9747325554
48,ContactPointTriple,gs-1,POI,415934,2026-01-07T03:31:30.671Z,63.011766839873665,-3.5553054955319996e-12,3849756.029030861,2026-01-07T03:34:59.219Z,39.83749261577579,1.9894701833393527,3628979.5992316483,2026-01-07T03:38:26.605Z,16.7145468707473,2.7409227387866624e-10,3837256.7234843145
49,ContactPointTriple,gs-1,POI,1012389,2026-01-07T05:15:29.053Z,83.2712562882816,-1.362622797527111e-10,3852208.4823376383,2026-01-07T05:23:58.696Z,15.177790745033967,26.014302639785956,1950400.0651663437,2026-01-07T05:32:21.442Z,307.4429507154958,8.635920733886343e-12,3815496.6534985914
50,ContactPointTriple,gs-1,POI,1088569,2026-01-07T07:01:36.476Z,92.65160983191156,-1.4128496522101616e-12,3852361.0678174943,2026-01-07T07:10:43.694Z,174.36098561719103,65.09191166381754,1155418.9399552396,2026-01-07T07:19:45.045Z,256.6824302838377,9.568493955664574e-12,3811691.0686052805
51,ContactPointTriple,gs-1,POI,826763,2026-01-07T08:48:42.766Z,103.61030958440578,-3.092307459156786e-11,3851538.8662087973,2026-01-07T08:55:36.619Z,153.46366251570808,12.82551419768437,2675845.260308964,2026-01-07T09:02:29.529Z,203.72205938719705,7.362983295691642e-08,3823075.713697311
52,ContactPointTriple,gs-1,POI,323676,2026-01-07T15:38:45.645Z,23.484241360518038,-3.6597775141348283e-07,3846090.210042962,2026-01-07T15:41:27.542Z,41.338613596241984,1.3567794351587883,3701673.6820718343,2026-01-07T15:44:09.321Z,59.143635517770825,1.1170333958452472e-11,3852662.598668762
