,utcTime,frame,keplerianPeriodMillis,semiMajorAxis,eccentricity,inclination,rightAscensionAscendingNode,argumentPeriapsis,meanAnomaly
0,2026-01-01T00:00:00Z,EME2000,6371156.173277306,7427993.4734701505,3.8560699024860306e-06,1.5533429900184081,0.0,1.800467324131005,4.48272550066496
1,2026-01-01T00:08:20Z,EME2000,6371087.966703947,7427940.459661043,8.209174410004556e-06,1.553340299585906,6.28317438439711,3.5097873224252085,3.2659072936537403
2,2026-01-01T00:12:11.493Z,EME2000,6371067.447142597,7427924.510719767,9.039275358215109e-06,1.5533400409283544,6.283169453822013,4.056669708585668,2.947043380625526
3,2026-01-01T00:16:40Z,EME2000,6371072.034757436,7427928.076469974,7.77130138854117e-06,1.5533403672271406,6.283164305934725,4.890141654370565,2.378047357394216
4,2026-01-01T00:22:39.632Z,EME2000,6371142.867930056,7427983.13185509,8.926897131105238e-06,1.5533404188337798,6.283156854333965,0.26012514011733545,1.0791157297456087
5,2026-01-01T00:22:47.954Z,EME2000,6371144.908842506,7427984.7181599615,9.030814778674227e-06,1.5533404125330377,6.283156655466749,0.29050552064336954,1.0569324480733504
6,2026-01-01T00:25:00Z,EME2000,6371174.599756001,7428007.795485785,1.0467835390965103e-05,1.553340318858625,6.283153323780482,0.6917744766569996,0.7857315833910775
7,2026-01-01T00:33:20Z,EME2000,6371191.041617599,7428020.574942351,5.304364683893539e-06,1.5533409489695837,6.283139237477841,1.1070561019044522,0.862961831915777
8,2026-01-01T00:41:40Z,EME2000,6371170.36490215,7428004.503938792,8.532116811071541e-06,1.5533438073625288,6.283125208166669,6.055705800484748,2.690000570300609
9,2026-01-01T00:50:00Z,EME2000,6371052.532831702,7427912.918479314,2.2384996960086227e-05,1.5533480484585527,6.28311287388229,6.260081088877879,2.978123471122801
10,2026-01-01T00:55:44.062Z,EME2000,6371027.564699665,7427893.511823904,2.5440249672099398e-05,1.5533506832939754,6.283105744661402,0.37191414027407,2.921997898802416
11,2026-01-01T00:58:20Z,EME2000,6371055.018491327,7427914.850474269,2.3060476652915603e-05,1.553351992361341,6.283102840902706,0.5388516009184645,2.908658015179313
12,2026-01-01T01:04:45.047Z,EME2000,6371137.250089253,7427978.765371848,1.4320388747426435e-05,1.5533549539133407,6.283096492385318,0.7308954567445678,3.095890213869771
13,2026-01-01T01:06:40Z,EME2000,6371153.881823674,7427991.692432487,1.2270374451310477e-05,1.553355527881328,6.283094649416029,0.6874535743567685,3.252564116588789
14,2026-01-01T01:12:12.381Z,EME2000,6371178.490414185,7428010.8195055,1.0499995800215531e-05,1.5533564477371646,6.2830890966643365,0.3415618639977316,3.9258609954293053
15,2026-01-01T01:13:51.046Z,EME2000,6371178.171406577,7428010.571556398,1.1210530864011158e-05,1.5533566285755747,6.283087498022347,0.28025882179872985,4.084351705986223
